account,coin,execution_price,size_tokens,size_usd,side,timestamp_ist,start_position,direction,closed_pnl,transaction_hash,order_id,crossed,fee,trade_id,timestamp,trade_date,fear_greed_value,classification,net_pnl,is_realized,is_win,pnl_per_1000_usd,position_abs,sentiment_bucket
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.048,33.4,302.2,SELL,2024-12-03 14:39:00,7529.108602,Sell,40.770089,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.105771,514000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,40.664318,True,True,134.56094639311718,7529.108602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0464,200.0,1809.28,SELL,2024-12-03 14:39:00,7495.708602,Sell,243.812267,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.633248,954000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,243.17901899999998,True,True,134.4065147461974,7495.708602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0424,209.26,1892.21,SELL,2024-12-03 14:39:00,7295.708602,Sell,254.263735,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.662274,747000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,253.601461,True,True,134.02395135846442,7295.708602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0424,20.0,180.85,SELL,2024-12-03 14:39:00,7086.448602,Sell,24.301227,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.063296,843000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,24.237931,True,True,134.02228918993643,7086.448602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0417,110.8,1001.82,SELL,2024-12-03 14:39:00,7066.448602,Sell,134.551236,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.350637,980000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,134.20059899999998,True,True,133.95679762831645,7066.448602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,34.0,307.36,SELL,2024-12-03 14:39:00,6955.648602,Sell,41.230486,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.107576,759000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,41.12291,True,True,133.79395497136906,6955.648602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,500.0,4520.0,SELL,2024-12-03 14:39:00,6921.648602,Sell,606.330666,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,1.582,922000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,604.748666,True,True,133.79395265486724,6921.648602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,500.0,4520.0,SELL,2024-12-03 14:39:00,6421.648602,Sell,606.330666,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,1.582,300000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,604.748666,True,True,133.79395265486724,6421.648602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0397,127.33,1151.03,SELL,2024-12-03 14:39:00,5921.648602,Sell,154.369969,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.402858,688000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,153.967111,True,True,133.76463775922434,5921.648602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.039,143.53,1297.37,SELL,2024-12-03 14:39:00,5794.318602,Sell,173.909751,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.454078,719000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,173.455673,True,True,133.69792194979075,5794.318602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0354,11.17,100.93,SELL,2024-12-03 14:39:00,5650.788602,Sell,13.494046,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.035323,1080000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,13.458723,True,True,133.3471019518478,5650.788602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0346,127.33,1150.38,SELL,2024-12-03 14:39:00,5639.618602,Sell,153.720586,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.402631,1000000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,153.31795499999998,True,True,133.27592186929536,5639.618602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0333,73.07,660.06,SELL,2024-12-03 14:39:00,5512.288602,Sell,88.119595,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.231022,848000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,87.88857300000001,True,True,133.15239978183806,5512.288602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0327,28.27,255.35,SELL,2024-12-03 14:39:00,5439.218602,Sell,34.075565,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.089374,861000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,33.986191,True,True,133.0964989230468,5439.218602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0303,212.61,1919.93,SELL,2024-12-03 14:39:00,5410.948602,Sell,255.761609,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.671976,91400000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,255.089633,True,True,132.8640278551822,5410.948602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0303,38.8,350.38,SELL,2024-12-03 14:39:00,5198.338602,Sell,46.6749,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.122631,1000000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,46.552269,True,True,132.86223243335806,5198.338602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.03,144.09,1301.13,SELL,2024-12-03 14:39:00,5159.538602,Sell,173.291472,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.455396,544000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,172.836076,True,True,132.83536310745274,5159.538602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.03,14.95,135.0,SELL,2024-12-03 14:39:00,5015.448602,Sell,17.979787,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,True,0.047249,776000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,17.932538,True,True,132.8336148148148,5015.448602,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.03,7.47,1755.67,BUY,2024-12-03 14:42:00,0.0,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961,True,0.614485,775000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,-0.614485,False,False,-0.350000284791561,0.0,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.04,9.02,2120.06,BUY,2024-12-03 14:42:00,7.47,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961,True,0.742021,542000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,-0.742021,False,False,-0.35000000000000003,7.47,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.04,7.72,1814.51,BUY,2024-12-03 14:42:00,16.49,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961,True,0.635078,630000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,-0.635078,False,False,-0.3499997244435137,16.49,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.09,3.66,860.43,BUY,2024-12-03 14:42:00,24.21,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961,True,0.30115,849000000000000.0,1730000000000.0,2024-12-03,76.0,Extreme Greed,-0.30115,False,False,-0.34999941889520353,24.21,Extreme Greed
